method,bootstrap_idx,channel,credit,tier
First Click,79,Organic Search,0.4583333333333333,light
First Click,79,Paid Search,0.0,light
First Click,79,Email,0.0833333333333333,light
First Click,79,Referral,0.0,light
First Click,79,Direct,0.1416666666666666,light
First Click,80,Display,0.1838235294117647,light
First Click,80,Social,0.1764705882352941,light
First Click,80,Organic Search,0.3897058823529412,light
First Click,80,Paid Search,0.0,light
First Click,80,Email,0.1544117647058823,light
First Click,80,Referral,0.0,light
First Click,80,Direct,0.0955882352941176,light
First Click,81,Display,0.3047619047619048,light
First Click,81,Social,0.1904761904761904,light
First Click,81,Organic Search,0.3333333333333333,light
First Click,81,Paid Search,0.0,light
First Click,81,Email,0.1047619047619047,light
First Click,81,Referral,0.0,light
First Click,81,Direct,0.0666666666666666,light
First Click,82,Display,0.1968503937007874,light
First Click,82,Social,0.1732283464566929,light
First Click,82,Organic Search,0.3937007874015748,light
First Click,82,Paid Search,0.0,light
First Click,82,Email,0.1338582677165354,light
First Click,82,Referral,0.0,light
First Click,82,Direct,0.1023622047244094,light
First Click,83,Display,0.1944444444444444,light
First Click,83,Social,0.2777777777777778,light
First Click,83,Organic Search,0.287037037037037,light
First Click,83,Paid Search,0.0,light
First Click,83,Email,0.1388888888888889,light
First Click,83,Referral,0.0,light
First Click,83,Direct,0.1018518518518518,light
First Click,84,Display,0.1578947368421052,light
First Click,84,Social,0.219298245614035,light
First Click,84,Organic Search,0.4473684210526316,light
First Click,84,Paid Search,0.0,light
First Click,84,Email,0.0964912280701754,light
First Click,84,Referral,0.0,light
First Click,84,Direct,0.0789473684210526,light
First Click,85,Display,0.2033898305084746,light
First Click,85,Social,0.1610169491525423,light
First Click,85,Organic Search,0.4406779661016949,light
First Click,85,Paid Search,0.0,light
First Click,85,Email,0.0762711864406779,light
First Click,85,Referral,0.0,light
First Click,85,Direct,0.1186440677966101,light
First Click,86,Display,0.2718446601941747,light
First Click,86,Social,0.174757281553398,light
First Click,86,Organic Search,0.3980582524271844,light
First Click,86,Paid Search,0.0,light
First Click,86,Email,0.0679611650485436,light
First Click,86,Referral,0.0,light
First Click,86,Direct,0.087378640776699,light
First Click,87,Display,0.1926605504587156,light
First Click,87,Social,0.2110091743119266,light
First Click,87,Organic Search,0.3211009174311927,light
First Click,87,Paid Search,0.0,light
First Click,87,Email,0.2201834862385321,light
First Click,87,Referral,0.0,light
First Click,87,Direct,0.055045871559633,light
First Click,88,Display,0.1538461538461538,light
First Click,88,Social,0.2136752136752136,light
First Click,88,Organic Search,0.4358974358974359,light
First Click,88,Paid Search,0.0,light
First Click,88,Email,0.0854700854700854,light
First Click,88,Referral,0.0,light
First Click,88,Direct,0.1111111111111111,light
First Click,89,Display,0.180327868852459,light
First Click,89,Social,0.180327868852459,light
First Click,89,Organic Search,0.4836065573770491,light
First Click,89,Paid Search,0.0,light
First Click,89,Email,0.0737704918032786,light
First Click,89,Referral,0.0,light
First Click,89,Direct,0.081967213114754,light
First Click,90,Display,0.2047244094488189,light
First Click,90,Social,0.2204724409448819,light
First Click,90,Organic Search,0.3937007874015748,light
First Click,90,Paid Search,0.0,light
First Click,90,Email,0.0944881889763779,light
First Click,90,Referral,0.0,light
First Click,90,Direct,0.0866141732283464,light
First Click,91,Display,0.209090909090909,light
First Click,91,Social,0.1454545454545454,light
First Click,91,Organic Search,0.3909090909090909,light
First Click,91,Paid Search,0.0,light
First Click,91,Email,0.1272727272727272,light
First Click,91,Referral,0.0,light
First Click,91,Direct,0.1272727272727272,light
First Click,92,Display,0.2164179104477611,light
First Click,92,Social,0.1641791044776119,light
First Click,92,Organic Search,0.4104477611940298,light
First Click,92,Paid Search,0.0,light
First Click,92,Email,0.126865671641791,light
First Click,92,Referral,0.0,light
First Click,92,Direct,0.0820895522388059,light
First Click,93,Display,0.2265625,light
First Click,93,Social,0.140625,light
First Click,93,Organic Search,0.3515625,light
First Click,93,Paid Search,0.0,light
First Click,93,Email,0.1875,light
First Click,93,Referral,0.0,light
First Click,93,Direct,0.09375,light
First Click,94,Display,0.1403508771929824,light
First Click,94,Social,0.1842105263157894,light
First Click,94,Organic Search,0.4473684210526316,light
First Click,94,Paid Search,0.0,light
First Click,94,Email,0.1491228070175438,light
First Click,94,Referral,0.0,light
First Click,94,Direct,0.0789473684210526,light
First Click,95,Display,0.1732283464566929,light
First Click,95,Social,0.2204724409448819,light
First Click,95,Organic Search,0.3464566929133858,light
First Click,95,Paid Search,0.0,light
First Click,95,Email,0.1259842519685039,light
First Click,95,Referral,0.0,light
First Click,95,Direct,0.1338582677165354,light
First Click,96,Display,0.2254901960784313,light
First Click,96,Social,0.2352941176470588,light
First Click,96,Organic Search,0.3627450980392157,light
First Click,96,Paid Search,0.0,light
First Click,96,Email,0.0784313725490196,light
First Click,96,Referral,0.0,light
First Click,96,Direct,0.0980392156862745,light
First Click,97,Display,0.1452991452991453,light
First Click,97,Social,0.1965811965811965,light
First Click,97,Organic Search,0.4786324786324786,light
First Click,97,Paid Search,0.0,light
First Click,97,Email,0.0598290598290598,light
First Click,97,Referral,0.0,light
First Click,97,Direct,0.1196581196581196,light
First Click,98,Display,0.1512605042016806,light
First Click,98,Social,0.2352941176470588,light
First Click,98,Organic Search,0.3445378151260504,light
First Click,98,Paid Search,0.0,light
First Click,98,Email,0.1596638655462184,light
First Click,98,Referral,0.0,light
First Click,98,Direct,0.1092436974789916,light
First Click,99,Display,0.2244897959183673,light
First Click,99,Social,0.2040816326530612,light
First Click,99,Organic Search,0.3469387755102041,light
First Click,99,Paid Search,0.0,light
First Click,99,Email,0.1224489795918367,light
First Click,99,Referral,0.0,light
First Click,99,Direct,0.1020408163265306,light
Linear,0,Display,0.120835989209847,light
Linear,0,Social,0.1082588869985985,light
Linear,0,Organic Search,0.1815725656792635,light
Linear,0,Paid Search,0.1925263355509523,light
Linear,0,Email,0.1478027375897949,light
Linear,0,Referral,0.0902118804199148,light
Linear,0,Direct,0.1587916045516287,light
Linear,1,Display,0.137035890610237,light
Linear,1,Social,0.1152890546272899,light
Linear,1,Organic Search,0.1890218524818198,light
Linear,1,Paid Search,0.1784797091373889,light
Linear,1,Email,0.1626584086755655,light
Linear,1,Referral,0.0908754409775651,light
Linear,1,Direct,0.1266396434901337,light
Linear,2,Display,0.1129522730937825,light
Linear,2,Social,0.100261007336479,light
Linear,2,Organic Search,0.1876346138138591,light
Linear,2,Paid Search,0.1709889167436337,light
Linear,2,Email,0.1752654054540847,light
Linear,2,Referral,0.0917818816403722,light
Linear,2,Direct,0.1611159019177887,light
Linear,3,Display,0.1093479115386332,light
Linear,3,Social,0.1063857233078611,light
Linear,3,Organic Search,0.197682551216192,light
Linear,3,Paid Search,0.1885718489625163,light
Linear,3,Email,0.1543461301464557,light
Linear,3,Referral,0.0728249933282489,light
Linear,3,Direct,0.1708408415000927,light
Linear,4,Display,0.0894517059479907,light
Linear,4,Social,0.1115198126950448,light
Linear,4,Organic Search,0.1963724180875883,light
Linear,4,Paid Search,0.1713364447042465,light
Linear,4,Email,0.1956284509436212,light
Linear,4,Referral,0.0858569311321633,light
Linear,4,Direct,0.1498342364893448,light
Linear,5,Display,0.0868916682023478,light
Linear,5,Social,0.1305227404741968,light
Linear,5,Organic Search,0.2072525640486805,light
Linear,5,Paid Search,0.1906092289587435,light
Linear,5,Email,0.1493706670891137,light
Linear,5,Referral,0.0964932316874064,light
Linear,5,Direct,0.1388598995395112,light
Linear,6,Display,0.1121506404485271,light
Linear,6,Social,0.1106907955716678,light
Linear,6,Organic Search,0.1852772062295551,light
Linear,6,Paid Search,0.153603429444727,light
Linear,6,Email,0.1837109315356724,light
Linear,6,Referral,0.1242802089551315,light
Linear,6,Direct,0.1302867878147189,light
Linear,7,Display,0.1165723506746758,light
Linear,7,Social,0.1225512836012299,light
Linear,7,Organic Search,0.1747058305945018,light
Linear,7,Paid Search,0.1743203259536108,light
Linear,7,Email,0.1832724678984235,light
Linear,7,Referral,0.0948594547270859,light
Linear,7,Direct,0.133718286550472,light
Linear,8,Display,0.1009934713712571,light
Linear,8,Social,0.1128550915788973,light
Linear,8,Organic Search,0.1689091660201222,light
Linear,8,Paid Search,0.1938204918548034,light
Linear,8,Email,0.1359938962307639,light
Linear,8,Referral,0.1238448904150743,light
Linear,8,Direct,0.1635829925290816,light
Linear,9,Display,0.1022797825114326,light
Linear,9,Social,0.1319889253842923,light
Linear,9,Organic Search,0.1886890785771577,light
Linear,9,Paid Search,0.1435011507955287,light
Linear,9,Email,0.1589207151804757,light
Linear,9,Referral,0.1168790526091411,light
Linear,9,Direct,0.1577412949419716,light
Linear,10,Display,0.1122742918001538,light
Linear,10,Social,0.1073579198579198,light
Linear,10,Organic Search,0.200168533573706,light
Linear,10,Paid Search,0.1650752025752025,light
Linear,10,Email,0.1734205210498313,light
Linear,10,Referral,0.0647249302421716,light
Linear,10,Direct,0.1769786009010147,light
Linear,11,Display,0.1114945969186349,light
Linear,11,Social,0.1127226504023275,light
Linear,11,Organic Search,0.169774227934334,light
Linear,11,Paid Search,0.2253061936266961,light
Linear,11,Email,0.1700540754886177,light
Linear,11,Referral,0.0805795584167294,light
Linear,11,Direct,0.13006869721266,light
Linear,12,Display,0.0945146329244036,light
Linear,12,Social,0.111408539401862,light
Linear,12,Organic Search,0.2079284657871266,light
Linear,12,Paid Search,0.1610531565899016,light
Linear,12,Email,0.1672122310181815,light
Linear,12,Referral,0.0973374565896342,light
Linear,12,Direct,0.1605455176888902,light
Linear,13,Display,0.0877269220625313,light
Linear,13,Social,0.08196876652759,light
Linear,13,Organic Search,0.2181144150550663,light
Linear,13,Paid Search,0.1845399304826826,light
Linear,13,Email,0.1815974525008138,light
Linear,13,Referral,0.0766861275395939,light
Linear,13,Direct,0.1693663858317219,light
Linear,14,Display,0.0992070132418504,light
Linear,14,Social,0.1202217360341289,light
Linear,14,Organic Search,0.1894982642841009,light
Linear,14,Paid Search,0.1873171366675079,light
Linear,14,Email,0.1718823461898847,light
Linear,14,Referral,0.0829799729428513,light
Linear,14,Direct,0.1488935306396757,light
Linear,15,Display,0.0944267801164353,light
Linear,15,Social,0.1311845051500224,light
Linear,15,Organic Search,0.1673683883166642,light
Linear,15,Paid Search,0.1749395432154053,light
Linear,15,Email,0.1644772851669403,light
Linear,15,Referral,0.0934122008259939,light
Linear,15,Direct,0.1741912972085386,light
Linear,16,Display,0.1178665371104673,light
Linear,16,Social,0.1138690888650152,light
Linear,16,Organic Search,0.1783564177058555,light
Linear,16,Paid Search,0.1698426807804353,light
Linear,16,Email,0.1604989025573187,light
Linear,16,Referral,0.0971740147823739,light
Linear,16,Direct,0.1623923581985338,light
Linear,17,Display,0.1211876445608876,light
Linear,17,Social,0.1159905872945956,light
Linear,17,Organic Search,0.1738663470834215,light
Linear,17,Paid Search,0.1725977865618677,light
Linear,17,Email,0.1643492749947721,light
Linear,17,Referral,0.0834941260370724,light
Linear,17,Direct,0.1685142334673828,light
Linear,18,Display,0.0965005643110218,light
Linear,18,Social,0.0969751003656232,light
Linear,18,Organic Search,0.1746088727297877,light
Linear,18,Paid Search,0.1885834300049986,light
Linear,18,Email,0.2080477785951642,light
Linear,18,Referral,0.0955779000713641,light
Linear,18,Direct,0.1397063539220402,light
Linear,19,Display,0.1038301382462566,light
Linear,19,Social,0.1192109631048776,light
Linear,19,Organic Search,0.1961902285093074,light
Linear,19,Paid Search,0.1686234399433412,light
Linear,19,Email,0.1778434132874922,light
Linear,19,Referral,0.0851451880234775,light
Linear,19,Direct,0.1491566288852473,light
Linear,20,Display,0.099757563038813,light
Linear,20,Social,0.1062509105477855,light
Linear,20,Organic Search,0.1747431098993599,light
Linear,20,Paid Search,0.1821079817173567,light
Linear,20,Email,0.1795576240888741,light
Linear,20,Referral,0.1072259193352943,light
Linear,20,Direct,0.1503568913725163,light
Linear,21,Display,0.1112036291647942,light
Linear,21,Social,0.1110291272912632,light
Linear,21,Organic Search,0.2268618382696052,light
Linear,21,Paid Search,0.1632420438245681,light
Linear,21,Email,0.1437517175381253,light
Linear,21,Referral,0.1089224960584183,light
Linear,21,Direct,0.1349891478532255,light
Linear,22,Display,0.1033787723234089,light
Linear,22,Social,0.1101316695607353,light
Linear,22,Organic Search,0.1838801785168567,light
Linear,22,Paid Search,0.19986990774188,light
Linear,22,Email,0.1743384659042098,light
Linear,22,Referral,0.0843589849212686,light
Linear,22,Direct,0.1440420210316404,light
Linear,23,Display,0.1167594638950137,light
Linear,23,Social,0.1021387343829799,light
Linear,23,Organic Search,0.1964779565418951,light
Linear,23,Paid Search,0.1938328856423485,light
Linear,23,Email,0.1638547272562617,light
Linear,23,Referral,0.0812786645011709,light
Linear,23,Direct,0.1456575677803299,light
Linear,24,Display,0.1023566023066672,light
Linear,24,Social,0.1161627189709432,light
Linear,24,Organic Search,0.2012968554770462,light
Linear,24,Paid Search,0.1601154988760476,light
Linear,24,Email,0.1624707145127473,light
Linear,24,Referral,0.0976139700332624,light
Linear,24,Direct,0.1599836398232857,light
Linear,25,Display,0.0947557122022362,light
Linear,25,Social,0.1103338419849115,light
Linear,25,Organic Search,0.1889848237274707,light
Linear,25,Paid Search,0.1935753238393612,light
Linear,25,Email,0.1575288471678846,light
Linear,25,Referral,0.0969439187520738,light
Linear,25,Direct,0.1578775323260617,light
Linear,26,Display,0.137195465824498,light
Linear,26,Social,0.1099787980836367,light
Linear,26,Organic Search,0.1956730545440222,light
Linear,26,Paid Search,0.1515584549858743,light
Linear,26,Email,0.1672766973170198,light
Linear,26,Referral,0.0776022140941495,light
Linear,26,Direct,0.160715315150799,light
Linear,27,Display,0.1161629985618956,light
Linear,27,Social,0.0931649116523066,light
Linear,27,Organic Search,0.1760347721547826,light
Linear,27,Paid Search,0.1783609779867658,light
Linear,27,Email,0.1820261940732004,light
Linear,27,Referral,0.116072607656116,light
Linear,27,Direct,0.1381775379149328,light
Linear,28,Display,0.1027476835818205,light
Linear,28,Social,0.1210941835941836,light
Linear,28,Organic Search,0.1881235701510532,light
Linear,28,Paid Search,0.164307792550319,light
Linear,28,Email,0.1578445220802983,light
Linear,28,Referral,0.0919882699535544,light
Linear,28,Direct,0.1738939780887707,light
Linear,29,Display,0.0931814662053632,light
Linear,29,Social,0.1295789192716713,light
Linear,29,Organic Search,0.1931379960200863,light
Linear,29,Paid Search,0.1769707249158404,light
Linear,29,Email,0.1556611215290312,light
Linear,29,Referral,0.1008217957929092,light
Linear,29,Direct,0.1506479762650981,light
Linear,30,Display,0.1268052178429537,light
Linear,30,Social,0.1091358719896455,light
Linear,30,Organic Search,0.1639639055912641,light
Linear,30,Paid Search,0.179056569740532,light
Linear,30,Email,0.180315557084425,light
Linear,30,Referral,0.0933706754461471,light
Linear,30,Direct,0.1473522023050325,light
Linear,31,Display,0.1022426598349773,light
Linear,31,Social,0.1054913347358169,light
Linear,31,Organic Search,0.1884646073366362,light
Linear,31,Paid Search,0.1689977967938494,light
Linear,31,Email,0.1814212698497503,light
Linear,31,Referral,0.0938042762745649,light
Linear,31,Direct,0.1595780551744049,light
Linear,32,Display,0.0823479319770879,light
Linear,32,Social,0.127749090210727,light
Linear,32,Organic Search,0.1876035154104207,light
Linear,32,Paid Search,0.1875061156518957,light
Linear,32,Email,0.1727093374088258,light
Linear,32,Referral,0.0928102509880003,light
Linear,32,Direct,0.1492737583530422,light
Linear,33,Display,0.1038243150430104,light
Linear,33,Social,0.1026217634691717,light
Linear,33,Organic Search,0.1965349346828671,light
Linear,33,Paid Search,0.168773396408807,light
Linear,33,Email,0.1736699437558494,light
Linear,33,Referral,0.0873344832867256,light
Linear,33,Direct,0.1672411633535687,light
Linear,34,Display,0.124013024013024,light
Linear,34,Social,0.1163105413105413,light
Linear,34,Organic Search,0.178704320370987,light
Linear,34,Paid Search,0.1538538621871955,light
Linear,34,Email,0.1366476116476116,light
Linear,34,Referral,0.1297791714458381,light
Linear,34,Direct,0.1606914690248023,light
Linear,35,Display,0.1194232419722615,light
Linear,35,Social,0.117769149876993,light
Linear,35,Organic Search,0.1874221807345056,light
Linear,35,Paid Search,0.159817818606334,light
Linear,35,Email,0.1552866355037223,light
Linear,35,Referral,0.0985388211228547,light
Linear,35,Direct,0.1617421521833286,light
Linear,36,Display,0.1117199088161201,light
Linear,36,Social,0.1167733991388029,light
Linear,36,Organic Search,0.1846393539439401,light
Linear,36,Paid Search,0.1937368630040614,light
Linear,36,Email,0.157361861025869,light
Linear,36,Referral,0.0819442466252037,light
Linear,36,Direct,0.1538243674460025,light
Linear,37,Display,0.0902579485873603,light
Linear,37,Social,0.1492374612315788,light
Linear,37,Organic Search,0.204945540733776,light
Linear,37,Paid Search,0.1524944806827159,light
Linear,37,Email,0.1667015337603573,light
Linear,37,Referral,0.1043445750328103,light
Linear,37,Direct,0.1320184599714011,light
Linear,38,Display,0.106494135019776,light
Linear,38,Social,0.1058592997695561,light
Linear,38,Organic Search,0.1990184435697256,light
Linear,38,Paid Search,0.1710257572437059,light
Linear,38,Email,0.1648650376214478,light
Linear,38,Referral,0.1091530857556498,light
Linear,38,Direct,0.1435842410201384,light
Linear,39,Display,0.1306026183783536,light
Linear,39,Social,0.1026430473121649,light
Linear,39,Organic Search,0.1880252917017622,light
Linear,39,Paid Search,0.1927070682585388,light
Linear,39,Email,0.1785781416296122,light
Linear,39,Referral,0.0638873585564762,light
Linear,39,Direct,0.1435564741630918,light
Linear,40,Display,0.1104762976438168,light
Linear,40,Social,0.113119463656548,light
Linear,40,Organic Search,0.1918978613032321,light
Linear,40,Paid Search,0.1668652142117615,light
Linear,40,Email,0.1834590707672549,light
Linear,40,Referral,0.0997551212640726,light
Linear,40,Direct,0.1344269711533138,light
Linear,41,Display,0.0959759395958491,light
Linear,41,Social,0.1026944090349068,light
Linear,41,Organic Search,0.1970332068635236,light
Linear,41,Paid Search,0.1622617038567265,light
Linear,41,Email,0.1695284159028503,light
Linear,41,Referral,0.0898767000972883,light
Linear,41,Direct,0.1826296246488554,light
Linear,42,Display,0.1224296054706856,light
Linear,42,Social,0.1170613425680158,light
Linear,42,Organic Search,0.1853930343634274,light
Linear,42,Paid Search,0.1412265824658181,light
Linear,42,Email,0.1731132739744233,light
Linear,42,Referral,0.0868333609396907,light
Linear,42,Direct,0.1739428002179387,light
Linear,43,Display,0.1122121621404261,light
Linear,43,Social,0.1327337429561245,light
Linear,43,Organic Search,0.1622322095779771,light
Linear,43,Paid Search,0.1556730744679094,light
Linear,43,Email,0.1926479254312826,light
Linear,43,Referral,0.098546098940647,light
Linear,43,Direct,0.1459547864856329,light
Linear,44,Display,0.1451424790571606,light
Linear,44,Social,0.1253797774094322,light
Linear,44,Organic Search,0.1610956637755373,light
Linear,44,Paid Search,0.1675650896664508,light
Linear,44,Email,0.1669106672509686,light
Linear,44,Referral,0.1105447832295182,light
Linear,44,Direct,0.1233615396109319,light
Linear,45,Display,0.1054410256312069,light
Linear,45,Social,0.0925207833102569,light
Linear,45,Organic Search,0.1785392687316614,light
Linear,45,Paid Search,0.1720990567739793,light
Linear,45,Email,0.1875627149399816,light
Linear,45,Referral,0.1012066365007541,light
Linear,45,Direct,0.1626305141121594,light
Linear,46,Display,0.0774395236552944,light
Linear,46,Social,0.1300576620809886,light
Linear,46,Organic Search,0.1965781492847923,light
Linear,46,Paid Search,0.1683621602929412,light
Linear,46,Email,0.1984285632105104,light
Linear,46,Referral,0.0881166275689602,light
Linear,46,Direct,0.1410173139065127,light
Linear,47,Display,0.102061172342479,light
Linear,47,Social,0.1011343812217224,light
Linear,47,Organic Search,0.2255159969089188,light
Linear,47,Paid Search,0.1569311467167637,light
Linear,47,Email,0.1554114933765568,light
Linear,47,Referral,0.109878251915457,light
Linear,47,Direct,0.1490675575181019,light
Linear,48,Display,0.1010425067363227,light
Linear,48,Social,0.1185259813087867,light
Linear,48,Organic Search,0.1929492927607558,light
Linear,48,Paid Search,0.1764905238887139,light
Linear,48,Email,0.1571698705182868,light
Linear,48,Referral,0.0892264095884005,light
Linear,48,Direct,0.1645954151987334,light
Linear,49,Display,0.1012413833937898,light
Linear,49,Social,0.1055226520689978,light
Linear,49,Organic Search,0.1961729273895049,light
Linear,49,Paid Search,0.1808632947893197,light
Linear,49,Email,0.1244349307851981,light
Linear,49,Referral,0.1050214598565757,light
Linear,49,Direct,0.1867433517166137,light
Linear,50,Display,0.0905781183603864,light
Linear,50,Social,0.1170646467623782,light
Linear,50,Organic Search,0.2064488360499895,light
Linear,50,Paid Search,0.1691861473701387,light
Linear,50,Email,0.1527277386592025,light
Linear,50,Referral,0.0939675141170387,light
Linear,50,Direct,0.1700269986808659,light
Linear,51,Display,0.1041376530215816,light
Linear,51,Social,0.1063568128300271,light
Linear,51,Organic Search,0.1962266651998794,light
Linear,51,Paid Search,0.1730873541141398,light
Linear,51,Email,0.1565020544931259,light
Linear,51,Referral,0.1159987086326372,light
Linear,51,Direct,0.1476907517086088,light
Linear,52,Display,0.0992070794702373,light
Linear,52,Social,0.1257591336538704,light
Linear,52,Organic Search,0.1774694116799379,light
Linear,52,Paid Search,0.1718106941791152,light
Linear,52,Email,0.2157471183786973,light
Linear,52,Referral,0.0697802928066085,light
Linear,52,Direct,0.1402262698315329,light
Linear,53,Display,0.0996874418851543,light
Linear,53,Social,0.1128092737569861,light
Linear,53,Organic Search,0.2137182050580743,light
Linear,53,Paid Search,0.1673026531686662,light
Linear,53,Email,0.1937449427237009,light
Linear,53,Referral,0.0879094670761337,light
Linear,53,Direct,0.1248280163312842,light
Linear,54,Display,0.1221143661680746,light
Linear,54,Social,0.1173231585124168,light
Linear,54,Organic Search,0.1791087159501481,light
Linear,54,Paid Search,0.1370593955632318,light
Linear,54,Email,0.1760520071006004,light
Linear,54,Referral,0.1208634758251126,light
Linear,54,Direct,0.1474788808804154,light
Linear,55,Display,0.1475119951577107,light
Linear,55,Social,0.1035856433692449,light
Linear,55,Organic Search,0.1867717458463435,light
Linear,55,Paid Search,0.1687569619496544,light
Linear,55,Email,0.1574008937754044,light
Linear,55,Referral,0.078532153048247,light
Linear,55,Direct,0.157440606853395,light
Linear,56,Display,0.1141528096086919,light
Linear,56,Social,0.1139859374371758,light
Linear,56,Organic Search,0.1752264540584973,light
Linear,56,Paid Search,0.1694535614883912,light
Linear,56,Email,0.1666789578670383,light
Linear,56,Referral,0.1103708960458186,light
Linear,56,Direct,0.1501313834943865,light
Linear,57,Display,0.1047770571580095,light
Linear,57,Social,0.1123448310948311,light
Linear,57,Organic Search,0.1700888287197811,light
Linear,57,Paid Search,0.1917750459417126,light
Linear,57,Email,0.1752568419235086,light
Linear,57,Referral,0.1060034652296557,light
Linear,57,Direct,0.1397539299325013,light
Linear,58,Display,0.1224435178382546,light
Linear,58,Social,0.1083422320264425,light
Linear,58,Organic Search,0.1769740664477506,light
Linear,58,Paid Search,0.1523347181241918,light
Linear,58,Email,0.159867630262367,light
Linear,58,Referral,0.1122018187807661,light
Linear,58,Direct,0.167836016520227,light
Linear,59,Display,0.087434379346144,light
Linear,59,Social,0.1299380853490959,light
Linear,59,Organic Search,0.1788998792392457,light
Linear,59,Paid Search,0.1855096337939475,light
Linear,59,Email,0.1692046006337107,light
Linear,59,Referral,0.0950757289746731,light
Linear,59,Direct,0.1539376926631828,light
Linear,60,Display,0.0810553718448455,light
Linear,60,Social,0.1271325414514269,light
Linear,60,Organic Search,0.2041533421564381,light
Linear,60,Paid Search,0.1662109055297909,light
Linear,60,Email,0.1627302687674204,light
Linear,60,Referral,0.1046685360926847,light
Linear,60,Direct,0.1540490341573933,light
Linear,61,Display,0.1155237839871439,light
Linear,61,Social,0.1100118019235666,light
Linear,61,Organic Search,0.1858108450207154,light
Linear,61,Paid Search,0.1481387125392609,light
Linear,61,Email,0.1665891028490729,light
Linear,61,Referral,0.1151830887623509,light
Linear,61,Direct,0.1587426649178892,light
Linear,62,Display,0.1020449384047367,light
Linear,62,Social,0.1034656239489543,light
Linear,62,Organic Search,0.1652027657599133,light
Linear,62,Paid Search,0.1734830489896631,light
Linear,62,Email,0.1680622064951569,light
Linear,62,Referral,0.0979938463115292,light
Linear,62,Direct,0.1897475700900463,light
Linear,63,Display,0.0902958815718656,light
Linear,63,Social,0.1072790384709889,light
Linear,63,Organic Search,0.1945768603110487,light
Linear,63,Paid Search,0.1598593369380631,light
Linear,63,Email,0.1712766299011323,light
Linear,63,Referral,0.0899378203004916,light
Linear,63,Direct,0.1867744325064095,light
Linear,64,Display,0.1328634934937455,light
Linear,64,Social,0.119763894679861,light
Linear,64,Organic Search,0.2057185337227353,light
Linear,64,Paid Search,0.155904210168916,light
Linear,64,Email,0.1165376298149407,light
Linear,64,Referral,0.1023968211993421,light
Linear,64,Direct,0.1668154169204589,light
Linear,65,Display,0.1014198732124428,light
Linear,65,Social,0.1142780603469458,light
Linear,65,Organic Search,0.1939389170341182,light
Linear,65,Paid Search,0.1652546623912723,light
Linear,65,Email,0.196650753443323,light
Linear,65,Referral,0.0816300382194345,light
Linear,65,Direct,0.1468276953524631,light
Linear,66,Display,0.1066793908705673,light
Linear,66,Social,0.1186396392278745,light
Linear,66,Organic Search,0.187785028541331,light
Linear,66,Paid Search,0.1722580731334232,light
Linear,66,Email,0.1702604720987073,light
Linear,66,Referral,0.0913203535752555,light
Linear,66,Direct,0.1530570425528408,light
Linear,67,Display,0.0863592825036225,light
Linear,67,Social,0.1174204098203109,light
Linear,67,Organic Search,0.1785440804595525,light
Linear,67,Paid Search,0.1835532265833798,light
Linear,67,Email,0.1650919561572058,light
Linear,67,Referral,0.1002681629349943,light
Linear,67,Direct,0.1687628815409339,light
Linear,68,Display,0.099044415782762,light
Linear,68,Social,0.1124172419330577,light
Linear,68,Organic Search,0.1824403237347188,light
Linear,68,Paid Search,0.1800287785651271,light
Linear,68,Email,0.1820597179365214,light
Linear,68,Referral,0.0938616569027224,light
Linear,68,Direct,0.1501478651450904,light
Linear,69,Display,0.0981168576898215,light
Linear,69,Social,0.1008075016443824,light
Linear,69,Organic Search,0.1946101535055006,light
Linear,69,Paid Search,0.1568318311441674,light
Linear,69,Email,0.1693258777999936,light
Linear,69,Referral,0.1190722061818602,light
Linear,69,Direct,0.1612355720342741,light
Linear,70,Display,0.1086678774273042,light
Linear,70,Social,0.1353483194923617,light
Linear,70,Organic Search,0.1616485199064384,light
Linear,70,Paid Search,0.1615620476668742,light
Linear,70,Email,0.1735983815357872,light
Linear,70,Referral,0.0963522386222235,light
Linear,70,Direct,0.1628226153490105,light
Linear,71,Display,0.104131112714031,light
Linear,71,Social,0.1224946542068631,light
Linear,71,Organic Search,0.1779711489658992,light
Linear,71,Paid Search,0.1921643972380948,light
Linear,71,Email,0.1751463047280115,light
Linear,71,Referral,0.0798452142748144,light
Linear,71,Direct,0.1482471678722856,light
Linear,72,Display,0.0956047604836532,light
Linear,72,Social,0.1182296845791655,light
Linear,72,Organic Search,0.1796092850961857,light
Linear,72,Paid Search,0.2077272702581649,light
Linear,72,Email,0.1725839705140249,light
Linear,72,Referral,0.0788093044704513,light
Linear,72,Direct,0.1474357245983543,light
Linear,73,Display,0.1123011965463489,light
Linear,73,Social,0.1038201763097885,light
Linear,73,Organic Search,0.1866361740496089,light
Linear,73,Paid Search,0.1865337564610417,light
Linear,73,Email,0.1841236037738808,light
Linear,73,Referral,0.0883767990243059,light
Linear,73,Direct,0.1382082938350251,light
Linear,74,Display,0.1093066519537107,light
Linear,74,Social,0.0943592945924366,light
Linear,74,Organic Search,0.1824275238550704,light
Linear,74,Paid Search,0.1840556708024427,light
Linear,74,Email,0.1868738971321467,light
Linear,74,Referral,0.0919232031319549,light
Linear,74,Direct,0.1510537585322377,light
Linear,75,Display,0.1200029222112019,light
Linear,75,Social,0.0875699839520766,light
Linear,75,Organic Search,0.1773273824117683,light
Linear,75,Paid Search,0.2270432261267626,light
